Iteration	Posterior	Likelihood	Prior	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation[9]	speciation[10]	speciation[11]
1280	-208.3487	-166.2314	-42.11729	0.00539853	0.0105767	0.0664736	0.326848	0.268612	0.175956	0.0987876	0.528571	0.338598	0.0134434	0.015911
1290	-210.5171	-166.9266	-43.59051	0.0100983	0.00637307	0.110224	0.35819	0.131485	0.141167	0.101788	0.3581	0.458952	0.0595884	0.0115012
1300	-205.7687	-167.4325	-38.33621	0.0101221	0.0576542	0.175488	0.277243	0.236573	0.0665161	0.0965515	0.328924	0.182063	0.0194226	0.00829645
1310	-201.8444	-166.475	-35.3694	0.0146172	0.0385085	0.123672	0.165251	0.382418	0.0677045	0.116069	0.327468	0.322773	0.0393572	0.0417693
1320	-209.1189	-168.7722	-40.34664	0.00590394	0.0252148	0.0260732	0.0863658	0.556616	0.0281584	0.118015	0.500197	0.204623	0.0388749	0.0235341
1330	-208.5138	-168.8362	-39.67762	0.0257633	0.00835192	0.0332505	0.0753933	0.0324585	0.0607075	0.104543	0.384614	0.356466	0.039358	0.024779
1340	-209.0193	-170.9776	-38.0417	0.00197603	0.00442829	0.0357855	0.00990509	0.0243126	0.116179	0.0679506	0.32305	0.533088	0.13464	0.0263717
1350	-205.7265	-167.4972	-38.22931	0.0040837	0.00196858	0.00154297	0.00135925	0.0181399	0.108405	0.098264	0.382517	0.402636	0.0879934	0.023587
1360	-216.8151	-169.2984	-47.51669	0.00678473	0.0014005	0.00445379	0.00287606	0.0188657	0.0369522	0.236282	0.440154	0.38558	0.0357517	0.0462648
1370	-217.929	-168.4095	-49.51947	0.0015537	0.00174518	0.00903173	0.00968682	0.0782009	0.102746	0.256072	0.388302	0.315843	0.0192892	0.0722877
1380	-220.3553	-165.7135	-54.6418	0.00146663	0.00256716	0.000124084	0.000719556	0.0159376	0.0523436	0.382694	0.652151	0.393133	0.00490311	0.102183
1390	-219.7687	-161.7469	-58.02181	0.00406191	0.000758503	5.89855e-05	0.00524602	0.140703	0.135551	0.410504	0.658745	0.580578	0.178322	0.0838131
1400	-212.2069	-165.7275	-46.47941	0.000170083	4.20418e-05	0.00014253	0.00683777	0.0427106	0.229698	0.234559	0.758781	0.367328	0.145453	0.027157
1410	-209.3586	-163.5623	-45.79621	0.000388863	0.000628164	0.000497817	0.00187673	0.0159165	0.0266665	0.157908	0.771518	0.577086	0.0223286	0.00902145
1420	-214.7388	-163.4459	-51.29289	0.000363046	0.000270112	0.000265202	0.000748218	0.00494473	0.0689056	0.198182	0.745771	0.486002	0.0139383	0.0039074
1430	-223.1151	-165.2632	-57.85195	5.66733e-05	0.000561846	0.000387658	0.00144837	0.00613821	0.137238	0.321138	0.708277	0.44612	0.0944411	0.00397573
1440	-215.6419	-163.5525	-52.08935	0.000219939	0.000141181	0.000146441	0.00156335	0.0027727	0.0644923	0.223316	0.791402	0.700331	0.0994088	0.00313985
1450	-209.5957	-163.2272	-46.36851	7.47467e-05	0.000200114	0.000820024	0.00119239	0.0046911	0.0819821	0.284381	0.583549	0.492719	0.0322085	0.00312372
1460	-205.6953	-165.3246	-40.37068	0.000290431	0.000301631	0.000159302	0.00566492	0.00673922	0.0604178	0.236659	0.583368	0.551498	0.0500058	0.00800983
1470	-207.2355	-165.8597	-41.37582	5.76098e-05	0.000757162	0.000392909	0.00052781	0.0110189	0.0432161	0.126295	0.413613	0.523874	0.0190794	0.0035648
1480	-215.386	-165.7323	-49.65368	5.97943e-05	0.000181229	8.89377e-05	0.00141424	0.00394245	0.0956229	0.0915688	0.391798	0.377625	0.0391009	0.0101111
1490	-208.8324	-167.5567	-41.27565	0.000460681	0.000257522	0.00205167	0.00281466	0.0105213	0.0468402	0.0974264	0.447807	0.203883	0.0407929	0.0535866
1500	-212.5061	-167.7312	-44.7749	0.00166116	0.00273853	0.00386505	0.0105358	0.0298917	0.121542	0.146211	0.447481	0.323345	0.0826394	0.0512748
1510	-213.5125	-169.3857	-44.1268	0.00122113	0.000949018	0.000957224	0.00142818	0.025619	0.129555	0.262043	0.365172	0.185442	0.0562055	0.0424881
1520	-211.5036	-163.8889	-47.61465	5.84549e-05	0.000726798	0.00361112	0.0100451	0.049887	0.160315	0.186494	0.577771	0.412462	0.0197043	0.0220268
1530	-209.7763	-167.967	-41.80933	0.0028607	0.00679834	0.0182868	0.0306401	0.240837	0.172973	0.185812	0.319795	0.244931	0.0129595	0.0251585
1540	-203.6156	-162.2205	-41.3951	0.00476443	0.00859695	0.0127208	0.130642	0.508072	0.467909	0.324247	0.524171	0.3945	0.0162235	0.0238404
1550	-205.3248	-162.7075	-42.61723	0.00309979	0.0122509	0.00321205	0.223397	0.509216	0.473055	0.194063	0.693391	0.295054	0.0135278	0.0520777
1560	-200.62	-163.5069	-37.1131	0.000588225	0.00218087	0.0369048	0.128567	0.717992	0.487234	0.272019	0.787488	0.535627	0.0419754	0.0231005
1570	-192.7349	-165.077	-27.65785	0.00770559	0.0120933	0.0112716	0.134315	0.632792	0.372247	0.183095	0.62649	0.364164	0.0439898	0.0334521
