Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]
180	-195.7316	-167.2414	-28.49015	0.115826	0.0804184	0.0621396	0.066748	0.0549748	0.0534075	0.0300944	0.0373681	0.0385317	0.0416269	0.0414155
190	-207.7825	-165.2743	-42.50822	0.190263	0.124177	0.0259675	0.0137452	0.0087538	0.0107821	0.00832061	0.0191071	0.391419	0.196827	0.0798778
200	-189.3782	-169.8128	-19.56542	0.017217	0.0198032	0.0235673	0.0198349	0.0203088	0.0178072	0.018962	0.0186582	0.0256946	0.028229	0.0283848
210	-202.6628	-170.8116	-31.8512	0.013553	0.0198427	0.0135468	0.0196789	0.0180185	0.0269882	0.0199328	0.0163007	0.0255381	0.0301686	0.0318499
220	-206.2452	-174.5362	-31.70906	0.0186352	0.0230574	0.021299	0.0216718	0.0255992	0.0150486	0.0135242	0.0304053	0.0196836	0.0223217	0.0209824
230	-208.7521	-167.8807	-40.87145	0.0475824	0.0350033	0.056159	0.0737334	0.0278754	0.0332417	0.0362552	0.0132302	0.019828	0.0241746	0.0170771
240	-209.6722	-167.6277	-42.04455	0.043309	0.0737332	0.0563431	0.0375148	0.0702168	0.0222566	0.00329149	0.00898788	0.00755348	0.0056179	0.00150012
250	-207.4491	-169.2195	-38.22955	0.108851	0.0653558	0.0205345	0.0195816	0.0419997	0.0135105	0.00580833	0.00327365	0.0237158	0.0186785	0.00461797
260	-200.4458	-169.4283	-31.01752	0.0660732	0.0873637	0.0513402	0.0566976	0.0499978	0.0190589	0.0158692	0.00605341	0.0105865	0.0129885	0.00562064
270	-208.5543	-167.4566	-41.09774	0.246601	0.0706711	0.0579389	0.0692822	0.031179	0.0159382	0.0130048	0.0284689	0.0148841	0.0163487	0.0266437
280	-199.6603	-166.7476	-32.91264	0.200035	0.140146	0.0830822	0.0391097	0.0262701	0.00878644	0.0110516	0.00734588	0.00548565	0.00585547	0.0037056
290	-208.5425	-172.6618	-35.88069	0.107273	0.259905	0.0651502	0.00964354	0.00255038	0.00492986	0.00724457	0.0152197	0.00865226	0.0149448	0.00389101
300	-207.3289	-169.1899	-38.13899	0.120883	0.162041	0.0579807	0.00872816	0.00701715	0.0017005	0.00414053	0.0133605	0.0194418	0.012183	0.00519403
310	-211.8459	-168.4249	-43.42098	0.210538	0.0794406	0.0179502	0.00289636	0.00380115	0.000851922	0.000739033	0.00274027	0.00700613	0.00350756	0.0039587
320	-221.3085	-168.9406	-52.36792	0.526413	0.0995774	0.0144315	0.00911739	0.00102126	0.000803702	0.00106652	9.63628e-05	0.00231045	0.0021237	0.00251142
330	-222.9681	-170.9272	-52.04089	0.63285	0.0433256	0.0198118	0.00567043	0.000455789	0.000211997	0.000766771	4.50428e-05	0.000121311	0.00066321	0.000788782
340	-222.5162	-169.4668	-53.04941	0.24228	0.0386766	0.0279487	0.00220001	0.00200956	5.13017e-05	0.00275316	0.000578246	0.000376453	0.000111627	0.000306503
350	-222.631	-171.1043	-51.52673	0.128759	0.0170858	0.0122083	0.00150038	0.000535904	9.08517e-05	0.00114366	0.000463525	0.000216527	0.000256406	0.00154414
360	-215.5379	-167.0943	-48.44359	0.297059	0.0443747	0.0103367	0.00246208	0.000742948	4.73439e-05	0.000238574	0.000155723	0.000665728	0.00126591	0.00039696
370	-214.6358	-166.8791	-47.75663	0.308403	0.0122328	0.0263844	0.00230121	0.000187216	7.80103e-05	7.19407e-05	8.46339e-05	0.000420778	0.000544616	0.00185456
380	-217.0629	-169.5431	-47.51989	0.390121	0.0363382	0.00437827	0.00549356	0.000182579	0.000118021	4.21279e-05	6.89345e-05	0.000457566	0.000938789	0.000557153
390	-217.9358	-170.0446	-47.89114	0.340313	0.00618429	0.00372954	0.00283766	0.00093514	0.000677902	2.67348e-05	0.000102863	0.000649273	0.000210124	0.000159244
400	-212.423	-166.549	-45.874	0.533412	0.00628953	0.00216914	0.000950139	0.000365005	8.4736e-05	0.000119344	0.000123017	0.000600116	0.000289571	0.000968344
410	-211.9331	-165.1002	-46.8329	0.365922	0.0661043	0.0104695	0.00146552	0.000451739	0.000368203	0.000250792	0.000652313	0.000337122	0.000289065	0.00031736
420	-211.0572	-168.5643	-42.49288	0.053698	0.0444416	0.0178333	0.00333323	0.00182307	0.0011783	0.00080826	0.00100108	0.00173104	0.00137722	0.001157
430	-217.4824	-169.5091	-47.9733	0.0946631	0.0684865	0.068689	0.00495263	0.00124284	0.00168378	0.00169802	0.000464528	0.000969023	0.00081319	0.00147057
440	-224.4675	-168.92	-55.54747	0.109409	0.236914	0.076532	0.00284095	0.000507866	0.00046158	0.0131456	0.000391671	0.000833375	0.00147509	0.000186431
450	-214.1246	-168.2499	-45.87468	0.0813379	0.0834976	0.00869228	0.00267062	0.00274044	0.00376536	0.00951737	0.00080899	0.0009086	0.000157295	0.000303387
460	-213.306	-169.9922	-43.31379	0.047707	0.0860012	0.0127589	0.00942353	0.0024667	0.00249994	0.00599437	0.0123351	0.00409207	0.00327686	0.00345903
470	-213.7078	-170.0811	-43.62669	0.195654	0.0873138	0.0145108	0.0220163	0.00153032	0.00100247	0.00440346	0.0033676	0.00530373	0.00510538	0.00289214
480	-213.2062	-169.9685	-43.23768	0.190686	0.0734356	0.0277659	0.0228244	0.0164229	0.00287109	0.00159198	0.00552133	0.0172944	0.00412091	0.00746056
490	-202.1148	-169.7491	-32.36571	0.0129957	0.0200756	0.0246012	0.0277703	0.0125856	0.0190347	0.0121522	0.018063	0.0159193	0.0197424	0.0109804
500	-216.648	-173.5165	-43.13145	0.0948346	0.0355085	0.019828	0.0202022	0.00597935	0.0106026	0.00591761	0.0800697	0.00483618	0.00447079	0.00906144
510	-201.5549	-169.1561	-32.39881	0.0935509	0.0737923	0.0395477	0.0202356	0.0126514	0.0130406	0.0188117	0.0133405	0.0138294	0.0125173	0.00544613
520	-204.6248	-175.0688	-29.55595	0.0306923	0.029731	0.0300013	0.04888	0.0400861	0.0147976	0.0127319	0.00787137	0.00497986	0.00625197	0.00357198
530	-200.9143	-172.0961	-28.81822	0.0326588	0.0221492	0.0214588	0.0131116	0.0139854	0.0159702	0.00805908	0.00616588	0.0093033	0.00897377	0.0110129
540	-194.8474	-170.7356	-24.1118	0.0171572	0.0226886	0.0263142	0.0211937	0.0204679	0.0164865	0.0135435	0.0115579	0.0135311	0.0123589	0.0157431
550	-189.0698	-172.5373	-16.53242	0.0187157	0.0224947	0.0186321	0.0204453	0.0165894	0.0177937	0.0142812	0.0120598	0.0135618	0.0121699	0.0112657
560	-210.0329	-176.6451	-33.38777	0.037408	0.0458087	0.0325376	0.0214295	0.0437461	0.0197111	0.00919022	0.00501961	0.00648056	0.00505616	0.0053502
570	-200.6868	-176.073	-24.61377	0.0198818	0.0241212	0.0210839	0.0162806	0.0169013	0.0186659	0.0112373	0.00971451	0.00762331	0.00670579	0.00725332
580	-201.4894	-173.8096	-27.67977	0.0290849	0.0299438	0.0212701	0.0133254	0.00896315	0.0143994	0.0120787	0.00802774	0.00594114	0.00730149	0.0105715
590	-195.1773	-175.9628	-19.21451	0.0217514	0.0196241	0.0220354	0.0257469	0.0175621	0.0150993	0.0124882	0.0136109	0.012529	0.0164047	0.0126544
600	-205.051	-170.9399	-34.11115	0.073274	0.046638	0.0346865	0.0180651	0.0178807	0.0166056	0.00683967	0.00325251	0.00855205	0.00244824	0.00751432
610	-196.221	-171.1553	-25.06571	0.00823865	0.0108708	0.00876305	0.00692261	0.00777939	0.006794	0.00739317	0.0055772	0.00433144	0.00494408	0.00973009
620	-202.4135	-173.7861	-28.62741	0.00538516	0.00620231	0.00471565	0.00445732	0.00353953	0.00303195	0.00162361	0.00114597	0.00176791	0.00132938	0.00106153
630	-212.833	-172.5001	-40.33291	0.0216775	0.0160125	0.00629131	0.00368968	0.00298292	0.00262353	0.00184609	0.00122714	0.000525466	0.000515981	8.46099e-05
640	-216.3086	-171.7182	-44.5904	0.0263481	0.0208064	0.0134165	0.0150737	0.015638	0.00333361	0.0020692	0.00101431	0.00122263	0.000557014	0.000240996
650	-192.8419	-170.3525	-22.48932	0.00676473	0.00543357	0.00594237	0.0049517	0.0046024	0.00440293	0.00323952	0.00258407	0.00220516	0.00212038	0.00197538
660	-209.0454	-171.5527	-37.49269	0.0182327	0.0203259	0.0048707	0.0115542	0.0184193	0.0131477	0.00452695	0.00423476	0.00201281	0.00209969	0.00675045
670	-212.0644	-170.0132	-42.05119	0.058714	0.0332117	0.022755	0.0089286	0.00781194	0.00696922	0.00361742	0.00439683	0.00479012	0.00258665	0.00341318
680	-215.6514	-172.4502	-43.2012	0.0388501	0.0767753	0.0382707	0.00551812	0.00672917	0.00435672	0.00282855	0.00235643	0.0106028	0.0041084	0.00455247
690	-217.8158	-169.9972	-47.81856	0.317416	0.253175	0.0221151	0.00646159	0.00430901	0.00190013	0.000651341	0.00184035	0.00488424	0.000258419	0.000274725
700	-213.3884	-167.8174	-45.57098	0.132808	0.0835794	0.0273259	0.00636013	0.00814272	0.00530803	0.00167495	0.00381502	0.000422145	0.00210721	0.00132068
710	-211.419	-167.6815	-43.73752	0.0775291	0.0776157	0.0372968	0.0115712	0.00823651	0.0149691	0.00278532	0.000247027	0.000742545	0.00121507	0.000490357
720	-220.1827	-167.4706	-52.71212	0.196265	0.0661594	0.0505752	0.0422524	0.0183036	0.0416204	0.00569642	0.000166436	0.000164771	0.000237966	0.000219919
730	-211.6942	-169.0355	-42.65875	0.0575176	0.064803	0.066356	0.06435	0.0159516	0.0143069	0.00728475	0.00506486	0.00140421	0.000633606	0.00116342
740	-208.6956	-165.8554	-42.84017	0.0704131	0.164287	0.109968	0.0464558	0.0135283	0.0145288	0.00321058	0.00473099	0.00219151	0.00362783	0.00304247
750	-209.2645	-169.2877	-39.97687	0.0382342	0.177107	0.0436181	0.0678666	0.0265276	0.0388229	0.0108427	0.0363067	0.0273331	0.00980845	0.00199443
760	-211.3445	-169.7864	-41.55816	0.227509	0.140568	0.0153977	0.0210134	0.0398568	0.0234352	0.014218	0.0181015	0.0320713	0.0163719	0.0274879
770	-211.4303	-165.0953	-46.33501	0.260619	0.0195154	0.0518685	0.0155156	0.0446901	0.00585974	0.0939053	0.109326	0.188763	0.313129	0.13898
780	-197.3646	-171.1194	-26.24523	0.056399	0.0680656	0.0794642	0.0626316	0.071938	0.0669366	0.0855959	0.0825492	0.0837909	0.134096	0.178676
790	-181.8065	-169.0494	-12.75716	0.0445427	0.049221	0.0513362	0.0492244	0.0517555	0.0514157	0.0528799	0.0530338	0.0528964	0.0532323	0.0464702
800	-183.0763	-166.7327	-16.3436	0.0740876	0.0724891	0.0749893	0.0882891	0.0907582	0.0871312	0.0995051	0.0993426	0.0995729	0.100512	0.0889948
810	-194.4282	-169.1319	-25.29629	0.156228	0.126799	0.116969	0.129222	0.185438	0.132915	0.122806	0.132574	0.154844	0.141453	0.18494
820	-200.3871	-167.0907	-33.29642	0.15146	0.122794	0.168024	0.146672	0.181107	0.206352	0.132075	0.182591	0.0727328	0.08294	0.105457
830	-201.1883	-166.3064	-34.88189	0.225098	0.178956	0.0831759	0.121753	0.169849	0.21197	0.18875	0.230569	0.174562	0.0530306	0.0862825
840	-210.2642	-166.254	-44.01025	0.0702283	0.16314	0.104509	0.043839	0.102163	0.231798	0.220048	0.199264	0.402287	0.228143	0.00765097
850	-194.734	-166.5489	-28.1851	0.10095	0.128578	0.11478	0.113049	0.114494	0.138671	0.128503	0.104278	0.0969441	0.123218	0.12898
860	-212.7116	-164.2128	-48.4988	0.0843073	0.0329291	0.213916	0.146033	0.20415	0.117104	0.0625454	0.0633674	0.18616	0.100855	0.157239
870	-198.2272	-162.9361	-35.29117	0.0823612	0.0875347	0.155025	0.148646	0.124105	0.109966	0.179886	0.15932	0.248686	0.161223	0.150392
880	-196.6807	-164.1248	-32.55596	0.0768046	0.111958	0.115872	0.0914457	0.102644	0.163001	0.156908	0.152267	0.126021	0.166007	0.1554
890	-186.5182	-165.344	-21.17417	0.110325	0.117709	0.116535	0.108423	0.122442	0.171088	0.154081	0.126216	0.117335	0.0957269	0.103814
900	-170.5724	-173.5246	2.952235	0.0926129	0.0969206	0.100963	0.0990555	0.0983468	0.0983379	0.0972333	0.0939931	0.0941534	0.0910647	0.0912777
910	-191.1177	-168.4764	-22.64127	0.0984234	0.133779	0.166967	0.0883643	0.101826	0.0906316	0.0769704	0.0987361	0.0733377	0.0600345	0.0404809
920	-183.9355	-169.2659	-14.66961	0.134454	0.124966	0.115073	0.0991079	0.0966672	0.0861636	0.0880234	0.0895697	0.0767358	0.0644374	0.0593814
930	-185.2807	-171.8053	-13.47546	0.0924264	0.0883405	0.0768209	0.0707673	0.0630634	0.0655166	0.068098	0.0599124	0.0569585	0.0544559	0.0509881
940	-194.9489	-168.9205	-26.0284	0.101765	0.0889886	0.130577	0.164641	0.162157	0.195531	0.129092	0.125744	0.0855332	0.0843698	0.0887353
950	-196.2782	-166.8393	-29.43891	0.0489632	0.0431621	0.0700783	0.0640174	0.0854218	0.0867954	0.0851062	0.0647742	0.0730444	0.063531	0.0266616
960	-203.0677	-170.6698	-32.39792	0.0154253	0.0435902	0.0785463	0.0639	0.054347	0.0683405	0.205151	0.143309	0.039983	0.0212715	0.033679
970	-217.7306	-164.726	-53.00456	0.0374816	0.12256	0.0957715	0.141439	0.0327324	0.248232	0.306142	0.0400054	0.222247	0.241077	0.00845609
980	-213.942	-163.0019	-50.94007	0.045512	0.0588269	0.166455	0.0365286	0.0113136	0.222704	0.394485	0.0822712	0.262134	0.0833306	0.0314902
990	-211.2151	-162.7411	-48.47407	0.128124	0.0347263	0.0968294	0.0916928	0.0354345	0.246036	0.189176	0.26848	0.811481	0.0853271	0.00779381
1000	-197.4943	-168.2903	-29.20394	0.0562934	0.0539367	0.0855404	0.0827048	0.112872	0.0706765	0.0526993	0.0738825	0.0584465	0.0475829	0.0436617
1010	-161.2689	-169.0301	7.76121	0.0609499	0.0611526	0.0615664	0.0620418	0.0617115	0.0617779	0.0626563	0.062096	0.0621648	0.0631897	0.063277
1020	-195.7091	-166.6933	-29.0158	0.0789956	0.0894266	0.0783597	0.06186	0.113886	0.189079	0.165968	0.157921	0.184247	0.150856	0.142347
1030	-196.8708	-165.5064	-31.36439	0.0396084	0.0408095	0.0618348	0.138988	0.136429	0.214822	0.16069	0.163062	0.0860004	0.0732425	0.0543511
1040	-202.7843	-166.9466	-35.83775	0.0103042	0.0412221	0.0627423	0.113589	0.0959858	0.136557	0.149841	0.0706723	0.0510813	0.027441	0.0530337
1050	-211.1799	-169.1496	-42.03022	0.027963	0.0193191	0.0318858	0.0150817	0.159944	0.224082	0.0452868	0.0728142	0.0362548	0.233255	0.0679884
1060	-196.4546	-165.1621	-31.29251	0.114905	0.0362263	0.0652846	0.0578362	0.0593471	0.102642	0.103321	0.128399	0.112913	0.117128	0.067667
1070	-213.5995	-170.5621	-43.03749	0.207593	0.0155302	0.00538404	0.0297212	0.143458	0.103241	0.122891	0.0570002	0.432793	0.079516	0.321755
1080	-211.4753	-171.0258	-40.4495	0.245531	0.238672	0.0394044	0.0542346	0.0270436	0.07116	0.159054	0.190387	0.121914	0.0603695	0.0472205
1090	-203.9191	-167.2154	-36.70367	0.157306	0.300641	0.0354608	0.0340878	0.0299958	0.0564106	0.0549264	0.0220806	0.12582	0.0240064	0.0104733
1100	-197.0236	-166.4634	-30.56021	0.169978	0.192949	0.0942042	0.110225	0.0770239	0.0635598	0.0369988	0.0295496	0.0412111	0.0627689	0.0793223
1110	-193.2564	-168.8426	-24.41376	0.13695	0.104612	0.101368	0.0967324	0.0845121	0.109154	0.0969496	0.0869974	0.0734839	0.0663674	0.0865281
1120	-214.7769	-163.5061	-51.27083	0.106902	0.111172	0.103365	0.140125	0.00545602	0.216673	0.753484	0.0887319	0.117773	0.097766	0.0899246
1130	-217.2858	-164.4141	-52.87168	0.0940116	0.18968	0.0917772	0.0633483	0.00566586	0.248962	0.743118	0.300029	1.3804	0.0717476	0.0317603
1140	-217.5153	-169.4855	-48.02981	0.134196	0.0895229	0.0372021	0.0515759	0.00153571	0.153295	0.752936	0.45804	0.132898	0.0501737	0.0160921
1150	-213.822	-162.1225	-51.69949	0.14966	0.133614	0.0157412	0.0429576	0.000791209	0.0336288	0.619306	0.0829635	0.621811	0.0708441	0.00547106
1160	-205.0852	-166.8901	-38.19508	0.112862	0.100678	0.0218545	0.0643907	0.0161637	0.0761422	0.14304	0.0639662	0.200394	0.0982477	0.0767209
1170	-213.6024	-168.2951	-45.30725	0.130466	0.0254605	0.0297539	0.0108602	0.0050132	0.024636	0.111909	0.129937	0.0613085	0.0736413	0.00399271
1180	-198.3552	-168.3381	-30.01705	0.05638	0.0330419	0.0204123	0.0163046	0.0268848	0.0354487	0.0548551	0.0492863	0.0418608	0.0265586	0.0197345
1190	-204.6578	-170.6669	-33.99085	0.082826	0.0725684	0.0348059	0.0193505	0.0227931	0.0435807	0.0383239	0.032814	0.0265307	0.0216967	0.0183583
1200	-207.5404	-172.5069	-35.03348	0.0790081	0.0347484	0.0288655	0.0345529	0.0332447	0.0131321	0.0207255	0.0153953	0.023449	0.0221233	0.0241387
1210	-206.3743	-169.5717	-36.80261	0.0862334	0.0284121	0.0245248	0.00763078	0.00592615	0.00374526	0.00524448	0.00611755	0.00798909	0.00572574	0.0192499
1220	-203.7013	-169.7618	-33.93953	0.0651098	0.046164	0.0342221	0.0265138	0.0145111	0.00854079	0.0063651	0.00578633	0.00679075	0.0058663	0.00571251
1230	-193.669	-166.7573	-26.91173	0.0677933	0.0709463	0.0731693	0.0640918	0.0515638	0.039302	0.0387013	0.0166484	0.0156057	0.0125329	0.00877313
1240	-207.6902	-167.0487	-40.6415	0.0911964	0.0865982	0.173607	0.0736197	0.0397552	0.0224749	0.0936394	0.0542841	0.00593095	0.0048303	0.000849005
1250	-209.0996	-166.8482	-42.25134	0.133308	0.111681	0.0963411	0.0838854	0.0933027	0.0581906	0.0875282	0.031286	0.0121988	0.00555543	0.00154893
1260	-205.8318	-168.4283	-37.4035	0.161791	0.116391	0.0938084	0.0520191	0.0381918	0.0583589	0.0217008	0.0237604	0.0126198	0.0150757	0.0154113
1270	-197.1555	-169.2784	-27.87714	0.118221	0.0667829	0.0438118	0.0326086	0.0348969	0.0265621	0.0339851	0.0445775	0.0393666	0.0398	0.0342388
1280	-209.0804	-168.0527	-41.02767	0.11071	0.0738048	0.137858	0.0335466	0.0567226	0.0607532	0.0612853	0.0583214	0.110048	0.190547	0.0122085
1290	-197.5976	-167.382	-30.21559	0.0646359	0.116714	0.12625	0.0964685	0.0993683	0.0781425	0.0427521	0.0345226	0.0490673	0.0388578	0.037723
1300	-198.5744	-170.0643	-28.51007	0.0885907	0.113411	0.139737	0.100675	0.0598988	0.0514338	0.0552066	0.032355	0.0321483	0.0301345	0.0405184
1310	-188.7538	-167.6312	-21.1226	0.0960938	0.101085	0.101636	0.133256	0.0946305	0.0804881	0.0698235	0.0532015	0.0579687	0.0474516	0.0431503
1320	-197.9108	-174.9997	-22.91104	0.084425	0.0956658	0.0772491	0.0537848	0.0738158	0.0689231	0.057294	0.073412	0.0713505	0.072816	0.0764512
1330	-151.8522	-170.6581	18.8059	0.0616832	0.0612773	0.0614184	0.061398	0.0615963	0.0611603	0.0616084	0.0615231	0.0613987	0.0610499	0.0613642
1340	-199.7782	-170.4984	-29.27985	0.0996702	0.0915932	0.0948023	0.0876287	0.087895	0.0637567	0.0701753	0.0769833	0.0641488	0.0425731	0.0318927
1350	-199.242	-172.1802	-27.06179	0.0613202	0.061851	0.0636643	0.0609944	0.0521774	0.0617195	0.0532649	0.04949	0.0462186	0.048438	0.0515536
1360	-205.8165	-168.8161	-37.00035	0.0230359	0.0297937	0.0449511	0.0524518	0.0497825	0.0476405	0.0511742	0.0593479	0.0594544	0.021997	0.0171945
1370	-210.8339	-169.3377	-41.49621	0.00333818	0.0291545	0.0578676	0.0852851	0.0940138	0.270558	0.130983	0.11211	0.0801772	0.0563058	0.0145807
1380	-210.7335	-166.5227	-44.21078	0.00409525	0.0294506	0.0678938	0.148165	0.0940766	0.139867	0.414267	0.0396766	0.0104612	0.00454354	0.00525069
1390	-213.2994	-171.0493	-42.25012	0.0182166	0.0245657	0.0610883	0.0297166	0.1075	0.0396174	0.0398515	0.0710999	0.03955	0.0148134	0.00394364
1400	-208.2301	-169.1873	-39.0428	0.0253063	0.0623391	0.0824325	0.0792068	0.091859	0.0547869	0.0688387	0.059645	0.0570781	0.0793757	0.0417846
1410	-205.2733	-170.3416	-34.93169	0.0348631	0.0802027	0.0525571	0.0531737	0.0363399	0.0962071	0.0571664	0.0627416	0.0365177	0.0319707	0.0121906
1420	-194.6512	-168.8416	-25.80961	0.0739036	0.075223	0.0767134	0.0653842	0.0459606	0.0474634	0.0676641	0.0523925	0.0485684	0.034446	0.0398696
1430	-206.768	-167.6136	-39.1544	0.0492548	0.0518338	0.0449809	0.0713118	0.101187	0.0809033	0.036902	0.054388	0.0533278	0.0109791	0.00394881
1440	-185.2335	-167.3177	-17.91587	0.0642786	0.0710516	0.0859496	0.077428	0.0712208	0.0742667	0.0795046	0.0901454	0.0849474	0.0835537	0.0831466
1450	-195.118	-165.2767	-29.84128	0.0557278	0.0640003	0.0880488	0.0771836	0.0946668	0.0956338	0.144858	0.182402	0.240547	0.297825	0.267495
1460	-167.981	-165.7106	-2.270424	0.0861913	0.0890201	0.0869874	0.0904858	0.0913069	0.0926186	0.093717	0.094898	0.0971683	0.0989232	0.0958794
1470	-194.2613	-168.0049	-26.25634	0.0678425	0.0512996	0.0643639	0.0655886	0.0763039	0.0720277	0.0874171	0.0867341	0.0955699	0.114368	0.107529
1480	-201.4905	-166.2631	-35.22734	0.0816399	0.0710078	0.0982622	0.0786266	0.108221	0.0790584	0.117463	0.0794068	0.145082	0.124415	0.27115
1490	-180.509	-165.6369	-14.87206	0.116659	0.11311	0.105884	0.115893	0.11848	0.118303	0.120051	0.120449	0.128788	0.125371	0.132432
1500	-166.3014	-166.2954	-0.005960737	0.118623	0.122119	0.125216	0.123193	0.12514	0.128945	0.127572	0.126319	0.125434	0.123749	0.128871
1510	-186.085	-164.2324	-21.85262	0.133066	0.106444	0.131252	0.121214	0.143614	0.137632	0.117	0.127047	0.136081	0.118609	0.129507
1520	-199.3807	-161.955	-37.42574	0.370121	0.157897	0.0640136	0.105266	0.0625379	0.175543	0.288335	0.12877	0.149204	0.220637	0.105053
1530	-216.4553	-167.5516	-48.90374	0.238116	0.172224	0.178459	0.0238591	0.154153	0.119867	0.220709	0.111696	1.17515	0.176724	0.0151479
1540	-164.2479	-164.3469	0.09897457	0.144287	0.147899	0.14898	0.150876	0.148211	0.145895	0.147916	0.150181	0.151149	0.147295	0.151376
1550	-160.5424	-169.5181	8.975717	0.123135	0.124323	0.124676	0.12529	0.124425	0.123483	0.124329	0.125694	0.125378	0.12532	0.125451
1560	-211.7873	-164.3452	-47.44213	0.0524937	0.157388	0.340509	0.125808	0.245616	0.0655164	0.0242859	0.0645356	0.416022	0.0793298	0.362484
1570	-209.4035	-163.3083	-46.09516	0.0100757	0.189222	0.466491	0.0713068	0.157713	0.0364524	0.0207167	0.0266677	0.347601	1.0866	0.520872
1580	-210.8695	-161.3125	-49.55698	0.07116	0.100068	0.532638	0.132663	0.0710748	0.0335729	0.0260801	0.0931215	0.369856	2.68985	0.102114
1590	-206.5429	-160.7814	-45.76154	0.0458427	0.0755355	0.459171	0.0744113	0.0505664	0.0194188	0.0280018	0.056295	1.29942	2.00783	0.237866
1600	-207.3302	-159.7542	-47.576	0.124893	0.0929485	0.310051	0.0240462	0.0211604	0.0209238	0.0174673	0.0645921	1.56667	3.15783	0.048193
1610	-204.9378	-163.488	-41.44982	0.202552	0.158639	0.212188	0.0554659	0.020388	0.0217257	0.0707162	0.21407	1.3935	2.71483	0.194507
1620	-196.6314	-162.0138	-34.61762	0.167846	0.155614	0.247434	0.167347	0.044681	0.0682562	0.105191	0.0860487	0.886044	1.89689	0.262195
1630	-200.9317	-163.9139	-37.01779	0.225644	0.230273	0.0538317	0.102084	0.090552	0.0521179	0.253946	0.0765827	0.347559	3.73757	0.270474
1640	-204.5988	-164.6836	-39.91518	0.206207	0.43311	0.0327763	0.135825	0.0582251	0.0301667	0.178937	0.442977	0.688766	4.86527	0.557128
1650	-205.3602	-162.7854	-42.57483	0.0803713	0.418352	0.066793	0.113233	0.0235689	0.00610536	0.234554	0.0724266	0.876582	3.76534	0.32462
